,Dataset,N_tr,seed,DetectT,Masktr,Maskte,Maskepoch,MaskT,Masksize,FCtr,FCte,FCepoch,FCT,FCsize,RFtr,RFte,RFT
22,4,10000,2,13.248952865600586,0.004405752392487434,0.004728623200207949,298,139.80252528190613,1504.38671875,0.0014040951874552013,0.007441614288836718,285,159.91491222381592,19373.5234375,0.029033383934669886,0.06628884373172078,0.964911699295044
23,4,10000,3,10.723774909973145,0.00448675038881879,0.004540613852441311,288,140.56997728347778,1504.38671875,0.003524850196884714,0.007888579741120338,292,158.16578578948975,19373.5234375,0.03116344897967165,0.07050353991773357,0.9011669158935547
24,4,10000,4,11.85961651802063,0.006048178513932386,0.006308278534561396,292,138.23832869529724,1504.38671875,0.0036990141983432234,0.008427263237535954,297,158.68574285507202,19373.5234375,0.03256620446928022,0.07327093601275786,0.926438570022583
25,5,10000,0,10.467061042785645,0.00542258670358788,0.005784250795841217,299,138.08846616744995,1504.38671875,0.0019861489803488846,0.004723208025097847,295,160.78781485557556,19373.5234375,0.015710423947780987,0.03584643015880521,0.9362215995788574
26,5,10000,1,11.957961797714233,0.00492822864570792,0.004943558014929295,299,142.15718364715576,1504.38671875,0.0013183063220408534,0.0049849036149680614,271,158.06685161590576,19373.5234375,0.016815095944426726,0.03809756039191132,0.9748148918151855
27,5,10000,2,13.064413070678711,0.004351630589098686,0.004339155275374651,299,140.75932717323303,1504.38671875,0.002798478680089907,0.005409823730587959,297,157.96802163124084,19373.5234375,0.016310663649359517,0.036099079024986276,1.020383596420288
28,5,10000,3,11.091428518295288,0.003991708181113872,0.004318801686167717,285,138.90102171897888,1504.38671875,0.0024453289269017442,0.005344672594219446,295,156.58406519889832,19373.5234375,0.015205671046357125,0.03611923366730255,0.9855062961578369
29,5,10000,4,12.158228635787964,0.0037732167983766606,0.0038612319622188807,293,137.4186990261078,1504.38671875,0.0038757929000383445,0.0056045884266495705,292,157.51394248008728,19373.5234375,0.016535195967612493,0.037250911785796086,1.0168919563293457
30,6,10000,0,9.8921959400177,0.002251305160161603,0.001921307761222124,292,140.871826171875,1504.38671875,0.0011053981466573476,0.003522857092320919,299,157.55322337150574,19373.5234375,0.024584878335618475,0.05360227908383345,0.9277048110961914
31,6,10000,1,14.098526000976562,0.002020096394029093,0.0016862573102116585,295,141.91088318824768,1504.38671875,0.001992990455477666,0.0038231571670621634,288,158.8939402103424,19373.5234375,0.02330472483568877,0.04981031630903478,0.8774285316467285
32,6,10000,2,8.810021162033081,0.0026995265353177288,0.002681838348507881,289,141.65123844146729,1504.38671875,0.0016336290818661614,0.003312516724690795,294,160.1186544895172,19373.5234375,0.025671777685160914,0.0562914284364582,0.7359907627105713
33,6,10000,3,13.308158874511719,0.0014610608292459912,0.0017777220346033573,295,132.32931780815125,1504.38671875,0.002190713719716809,0.004130993969738483,298,152.821932554245,19373.5234375,0.024369138390682978,0.053453731637787716,0.8534088134765625
34,6,10000,4,11.808692693710327,0.0022351931357377204,0.002358304103836417,296,138.16504335403442,1504.38671875,0.001695043352926424,0.003444387810304761,297,159.26928520202637,19373.5234375,0.025827077112485268,0.05567299634635317,0.9803304672241211
35,7,10000,0,16.079792499542236,0.0026216191513476015,0.003024706616997719,298,131.58845162391663,1504.38671875,0.0011362860504355035,0.002881152555346489,290,154.28498721122742,19373.5234375,0.01517095702610258,0.0346677599031288,0.7070291042327881
36,7,10000,1,11.042278528213501,0.0034491249192957246,0.0038225369062274694,298,136.49674224853516,1504.38671875,0.001561616448191589,0.0025532389990985394,298,155.39041805267334,19373.5234375,0.016099731471150843,0.035866627853666164,0.8784711360931396
37,7,10000,2,11.72870659828186,0.00438088429521843,0.00469526881352067,297,134.0844748020172,1504.38671875,0.0005934179373570753,0.002822011709213257,286,154.67759490013123,19373.5234375,0.018691483192806297,0.04142753338391238,0.8719274997711182
38,7,10000,3,14.52418065071106,0.004216003313646452,0.004454045556485653,285,142.1427845954895,1504.38671875,0.0011711521091519609,0.0028540168423205614,294,153.29609394073486,19373.5234375,0.01696855425726066,0.036406529904615216,0.8162305355072021
39,7,10000,4,14.512805461883545,0.003992248358925285,0.004485010169446468,295,135.38959097862244,1504.38671875,0.00104498556474599,0.002683338476344943,295,152.17526769638062,19373.5234375,0.01619462225573479,0.03655464732261471,0.7329487800598145
40,8,10000,0,11.381304264068604,0.0045214799421194,0.004858515691012144,295,137.0219485759735,1504.38671875,0.0009804896937038613,0.006043628789484501,268,153.09808135032654,19373.5234375,0.01731389017895432,0.040904909292301214,0.7534427642822266
41,8,10000,1,12.6557035446167,0.0037585136927260855,0.004165126010775566,292,135.3342320919037,1504.38671875,0.0014939887129201003,0.006771687418222427,280,152.37121653556824,19373.5234375,0.01767032297340302,0.04226539978593072,0.9642724990844727
42,8,10000,2,12.27780270576477,0.00553584425161672,0.005653827451169491,297,138.6975018978119,1504.38671875,0.002570888980927793,0.006150499917566776,299,153.5561866760254,19373.5234375,0.019089197757931404,0.04374767454944429,0.926274299621582
43,8,10000,3,11.833913326263428,0.004717908957159922,0.0050119077786803246,294,136.78600811958313,1504.38671875,0.0012931903237549168,0.006191208492964506,298,153.99427199363708,19373.5234375,0.018434166646997634,0.04254640124428432,0.9120750427246094
44,8,10000,4,12.354588270187378,0.005817585806537496,0.006334040313959122,296,137.65805292129517,1504.38671875,0.0019990003059307017,0.00679325545206666,298,155.57852125167847,19373.5234375,0.019258929117120346,0.04536804724415891,0.7266736030578613
45,9,10000,0,13.257171630859375,0.002934470356536089,0.0028976788744330406,286,134.39341020584106,1504.38671875,0.0013064508476525176,0.0036238860338926315,282,153.59167885780334,19373.5234375,0.015572472953817152,0.03397160493396589,0.6640353202819824
46,9,10000,1,12.546763181686401,0.0023800608526399814,0.002350700320675969,288,140.40501141548157,1504.38671875,0.0006486984477151764,0.003345929551869631,296,155.8537769317627,19373.5234375,0.014911759336236745,0.03394998034565025,0.8348681926727295
47,9,10000,2,14.47702956199646,0.0015236427401917436,0.0014615702675655484,298,141.72543740272522,1504.38671875,0.0011300773216873718,0.003759155748412013,253,157.9924657344818,19373.5234375,0.014943114018880337,0.03265796476296597,0.8003761768341064
48,9,10000,3,12.700327396392822,0.0018871875683136854,0.0020104353316128254,285,142.0530185699463,1504.38671875,0.0021419717066176033,0.0037008130457252264,291,162.22109365463257,19373.5234375,0.014899445690731197,0.032512511768183046,0.699347734451294
49,9,10000,4,13.105290651321411,0.0019618911699895224,0.0021070491056889296,298,142.01185822486877,1504.38671875,0.0015676114940051332,0.0035783001221716404,284,161.6844663619995,19373.5234375,0.015687221926302394,0.03432460623843324,0.8004453182220459
